Library,Location,State,Homepage,Catalog,Current Automation System Name,Current Automation System Year,Previous Automation System Name,Previous Automation System Year,Previous Automation System_1 Name,Previous Automation System_1 Year,Previous Automation System_2 Name,Previous Automation System_2 Year,Discovery Interface Name,Discovery Interface Year,Item ID Type Name,Item ID Type Year,Previous Discovery Interface Name,Previous Discovery Interface Year,Digital Asset Magement Name,Digital Asset Magement Year,Self-Check Name,Self-Check Year,OpenURL Link resolver Name,OpenURL Link resolver Year,Federated search product Name,Federated search product Year,Electronic Resource Magement Name,Electronic Resource Magement Year,Previous Automation System_3 Name,Previous Automation System_3 Year,Automated Materials Handling Name,Automated Materials Handling Year,Web Content Magement Name,Web Content Magement Year,RFID Provider Name,RFID Provider Year,Discovery Service (w/index) Name,Discovery Service (w/index) Year,RFID Tag Vendor Name,RFID Tag Vendor Year,Catalog Enhancement Name,Catalog Enhancement Year,RFID Tag Type Name,RFID Tag Type Year,Institutiol Repository Name,Institutiol Repository Year,Research Services Tool Name,Research Services Tool Year,Previous Discovery Index Name,Previous Discovery Index Year,Archives Magement Name,Archives Magement Year,Previous Link resolver Name,Previous Link resolver Year,number_of_total_trackers_homepage,behaviour_event_listeners_homepage,canvas_fingerprinters_homepage,canvas_font_fingerprinters_homepage,cookies_homepage,fb_pixel_events_homepage,key_logging_homepage,session_recorders_homepage,third_party_trackers_homepage,google_homepage,google_analytics_homepage,facebook_homepage,number_of_total_trackers_catalog,behaviour_event_listeners_catalog,canvas_fingerprinters_catalog,canvas_font_fingerprinters_catalog,cookies_catalog,fb_pixel_events_catalog,key_logging_catalog,session_recorders_catalog,third_party_trackers_catalog,google_catalog,google_analytics_catalog,facebook_catalog
Provincetown Public Library,"Provincetown, MA",Massachusetts,https://www.provincetownlibrary.org/,http://library.clamsnet.org/,Koha -- ByWater Solutions,2022.0,Sierra,2013.0,Millennium,2002.0,DRA,1991.0,Aspen Discovery -- ByWater Solutions,2022.0,,,Encore,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0
Thomas Crane Public Library,"Quincy, MA",Massachusetts,https://thomascranelibrary.org/,https://catalog.ocln.org/client/en_US/quincy/,Symphony,2001.0,,,,,,,Enterprise,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,7.0,3.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
Turner Free Library,"Randolph, MA",Massachusetts,https://www.turnerfreelibrary.org/,http://sirsiweb.ocln.org/uhtbin/cgisirsi/x/QUINCY/237720917/38/72/X/BLASTOFF,Symphony,2001.0,,,,,,,Enterprise,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,21.0,0.0,1.0,11.0,0.0,0.0,0.0,79.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raynham Public Library,"Raynham, MA",Massachusetts,https://raynhampubliclibrary.org/,http://opac.sailsinc.org/uhtbin/webcat,Symphony,2000.0,Dynix,1987.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,34.0,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reading Public Library,"Reading, MA",Massachusetts,https://readingpl.org/,http://evergreen.noblenet.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,PLUS,1989.0,,,,,,,,,,,,,,,,,CLSI,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,58.0,15.0,1.0,0.0,6.0,0.0,0.0,0.0,36.0,26.0,9.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Blanding Public Library,"Rehoboth, MA",Massachusetts,https://rehobothantiquarian.org/blanding-library/,http://opac.sailsinc.org/uhtbin/webcat,Symphony,2000.0,Dynix,1987.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revere Public Library,"Revere, MA",Massachusetts,https://www.reverepubliclibrary.org/,http://evergreen.noblenet.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,PLUS,1989.0,,,,,,,,,,,,,,,,,CLSI,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,41.0,6.0,4.0,0.0,7.0,0.0,0.0,0.0,24.0,24.0,16.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Richmond Free Public Library,"Richmond, MA",Massachusetts,http://www.richmondfreepubliclibrary.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph H. Plumb Memorial Library,"Rochester, MA",Massachusetts,https://www.plumblibrary.com/,https://sails.ent.sirsi.net/client/en_US/rochester/?,Symphony,2000.0,Dynix,1987.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
Rockland Memorial Library,"Rockland, MA",Massachusetts,https://www.rocklandmemoriallibrary.org/187/Library,http://sirsiweb.ocln.org/uhtbin/cgisirsi/x/QUINCY/237720917/38/72/X/BLASTOFF,Symphony,2001.0,,,,,,,Enterprise,,Barcode,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,LibraryThing for Libraries,,,,,,,,,,,,,,58.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,31.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rockport Public Library,"Rockport, MA",Massachusetts,https://rockportlibrary.org/,http://catalog.mvlc.lib.ma.us/ipac20/ipac.jsp?profile=mrc&menu=search,Symphony,2017.0,Evergreen -- Equinox,2011.0,Horizon,2001.0,CLSI,1990.0,,,,,,,,,,,,,,,,,GLIS,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,7.0,3.0,0.0,4.0,0.0,0.0,0.0,33.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rowe Town Library,"Rowe, MA",Massachusetts,https://www.rowe-ma.gov/p/48/Rowe-Town-Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Rowley Public Library,"Rowley, MA",Massachusetts,http://www.rowleylibrary.org/,http://catalog.mvlc.lib.ma.us/ipac20/ipac.jsp?profile=mrc&menu=search,Symphony,2017.0,Evergreen -- Equinox,2011.0,Horizon,2001.0,CLSI,1990.0,,,,,,,,,,,,,,,,,GLIS,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,18.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phinehas S. Newton Library,"Royalston, MA",Massachusetts,https://www.royalstonlibrary.org/,http://masscat.bywatersolutions.com/cgi-bin/koha/opac-search.pl,Koha -- ByWater Solutions,2011.0,Koha -- LibLime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,15.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0
Russell Public Library,"Russell, MA",Massachusetts,https://www.townofrussell.us/library.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,71.0,16.0,8.0,0.0,,,,,,,,,,,,
Rutland Free Public Library,"Rutland, MA",Massachusetts,https://www.rutlandlibrary.org/,,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Symphony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,,,,,,,,,,,,
Salem Public Library,"Salem, MA",Massachusetts,https://salempl.org/,http://evergreen.noblenet.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,PLUS,1989.0,,,,,,,,,,,,,,,,,CLSI,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,34.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,21.0,12.0,4.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Salisbury Public Library,"Salisbury, MA",Massachusetts,https://www.salisburylibrary.org/,http://catalog.mvlc.lib.ma.us/ipac20/ipac.jsp?profile=mrc&menu=search,Symphony,2017.0,Evergreen -- Equinox,2011.0,Horizon,2001.0,CLSI,1990.0,,,,,,,,,,,,,,,,,GLIS,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,25.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandisfield Public Library,"Sandisfield, MA",Massachusetts,https://www.sandisfieldma.gov/library,,Koha -- ByWater Solutions,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,24.0,4.0,4.0,0.0,,,,,,,,,,,,
Sandwich Free Public Library,"Sandwich, MA",Massachusetts,https://www.sandwichpubliclibrary.com/,http://sirsiweb.ocln.org/uhtbin/cgisirsi/x/QUINCY/237720917/38/72/X/BLASTOFF,Symphony,2001.0,,,,,,,Enterprise,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saugus Public Library,"Saugus, MA",Massachusetts,https://www.sauguspubliclibrary.org/,http://evergreen.noblenet.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,PLUS,1989.0,,,,,,,,,,,,,,,,,CLSI,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,21.0,12.0,8.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Scituate Town Library,"Scituate, MA",Massachusetts,https://www.scituatema.gov/town-library,http://sirsiweb.ocln.org/uhtbin/cgisirsi/x/QUINCY/237720917/38/72/X/BLASTOFF,Symphony,2001.0,,,,,,,Enterprise,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,116.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seekonk Public Library,"Seekonk, MA",Massachusetts,https://seekonkpl.org/,http://opac.sailsinc.org/uhtbin/webcat,Symphony,2000.0,Dynix,1987.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,9.0,4.0,0.0,5.0,0.0,0.0,0.0,33.0,33.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sharon Public Library,"Sharon, MA",Massachusetts,https://www.sharonpubliclibrary.org/,http://sirsiweb.ocln.org/uhtbin/cgisirsi/x/QUINCY/237720917/38/72/X/BLASTOFF,Symphony,2001.0,,,,,,,Enterprise,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bushnell-Sage Library,"Sheffield, MA",Massachusetts,https://www.bushnellsagelibrary.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,14.0,0.0,0.0,3.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arms Library,"Shelburne Falls, MA",Massachusetts,https://www.armslibrary.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,
Shelburne Free Public Library,"Shelburne, MA",Massachusetts,https://www.shelburnefreepubliclibrary.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherborn Library,"Sherborn, MA",Massachusetts,https://sherbornlibrary.org/,http://masscat.bywatersolutions.com/cgi-bin/koha/opac-search.pl,Sierra,2013.0,Millennium,2003.0,DRA,1991.0,CLSI,1984.0,,,Barcode,,,,,,None,,,,,,,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,25.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,11.0,11.0,9.0,0.0,15.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0
Hazen Memorial Library,"Shirley, MA",Massachusetts,https://www.shirleylibrary.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shrewsbury Public Library,"Shrewsbury, MA",Massachusetts,https://shrewsburypubliclibrary.org,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,13.0,5.0,0.0,5.0,0.0,0.0,0.0,51.0,39.0,20.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M. N. Spear Memorial Library,"Shutesbury, MA",Massachusetts,https://sites.google.com/site/mnspearmemoriallibrary/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,27.0,2.0,0.0,7.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,,,,,,,,,,,,
Somerset Public Library,"Somerset, MA",Massachusetts,https://www.somersetpubliclibrary.org/,http://opac.sailsinc.org/uhtbin/webcat,Symphony,2000.0,Dynix,1987.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,11.0,5.0,0.0,3.0,0.0,0.0,0.0,23.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Somerville Public Library,"Somerville, MA",Massachusetts,https://www.somervillepubliclibrary.org/,http://library.minlib.net/search/,Sierra,2013.0,Millennium,2003.0,DRA,1991.0,CLSI,1984.0,Encore,2011.0,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,162.0,135.0,119.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0
Tilton Library,"South Deerfield, MA",Massachusetts,https://www.tiltonlibrary.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dennis Free Public Library,"South Dennis, MA",Massachusetts,https://www.southdennislibrary.org/,http://library.clamsnet.org/,Koha -- ByWater Solutions,2022.0,Sierra,2013.0,Millennium,2002.0,DRA,1991.0,Aspen Discovery -- ByWater Solutions,2022.0,,,Encore,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,25.0,4.0,4.0,0.0,20.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0
Gaylord Memorial Library,"South Hadley, MA",Massachusetts,https://gaylordlibrary.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,,,,,,,,,,,,
Edwards Public Library,"Southampton, MA",Massachusetts,https://southamptonlibrary.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,3.0,4.0,0.0,3.0,0.0,1.0,0.0,12.0,12.0,8.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southborough Public Library,"Southborough, MA",Massachusetts,https://www.southboroughlib.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,19.0,19.0,11.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Edwards Library,"Southbridge, MA",Massachusetts,https://www.jacobedwardslibrary.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,13.0,9.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwick Public Library,"Southwick, MA",Massachusetts,https://www.southwickma.org/southwick-public-library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,76.0,17.0,8.0,0.0,,,,,,,,,,,,
Richard Sugden Public Library,"Spencer, MA",Massachusetts,https://www.spencerpubliclibrary.org/,https://bark.cwmars.org/eg/opac/home?loc=109,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2011.0,Winnebago Spectrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Springfield City Library,"Springfield, MA",Massachusetts,https://www.springfieldlibrary.org/library/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,RFID,,,,,,,,,,,,,,,,,,,,,,,,,,,,HF,,,,,,,,,,,,24.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,12.0,12.0,8.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cont Public Library,"Sterling, MA",Massachusetts,https://sterlinglibrary.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,19.0,19.0,13.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stockbridge Library Association,"Stockbridge, MA",Massachusetts,https://stockbridgelibrary.org/,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,45.0,33.0,18.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stoneham Public Library,"Stoneham, MA",Massachusetts,https://stonehamlibrary.org/,http://evergreen.noblenet.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,PLUS,1989.0,,,,,,,,,,,,,,,,,CLSI,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Stoughton Public Library,"Stoughton, MA",Massachusetts,https://www.stoughton.org/library-0,http://sirsiweb.ocln.org/uhtbin/cgisirsi/x/QUINCY/237720917/38/72/X/BLASTOFF,Symphony,2001.0,,,,,,,Enterprise,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,20.0,1.0,0.0,16.0,0.0,0.0,0.0,32.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randall Library,"Stow, MA",Massachusetts,https://www.stow-ma.gov/randall-library,http://library.minlib.net/search/,Sierra,2013.0,Millennium,2003.0,DRA,1991.0,CLSI,1984.0,Encore,2011.0,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,38.0,6.0,6.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0
Joshua Hyde Public Library,"Sturbridge, MA",Massachusetts,https://www.sturbridgelibrary.org/,http://bark.cwmars.org/eg/opac/home?loc=115,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,,Winnebago Spectrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,12.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodnow Library,"Sudbury, MA",Massachusetts,https://goodnowlibrary.org,http://library.minlib.net/search/,Sierra,2013.0,Millennium,2003.0,DRA,1991.0,CLSI,1984.0,Encore,2011.0,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,14.0,4.0,0.0,120.0,0.0,0.0,0.0,17.0,17.0,9.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0
Graves Memorial Library,"Sunderland, MA",Massachusetts,,http://bark.cwmars.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,Carl,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sutton Free Public Library,"Sutton, MA",Massachusetts,https://suttonpubliclibrary.org/sutton/,https://bark.cwmars.org/eg/opac/home?locg=117,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,17.0,15.0,9.0,0.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swampscott Public Library,"Swampscott, MA",Massachusetts,https://www.swampscottlibrary.org/,http://evergreen.noblenet.org/,Evergreen -- MOBIUS,2022.0,Evergreen -- Independent,2012.0,Millennium,1999.0,PLUS,1989.0,,,,,,,,,,,,,,,,,CLSI,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Swansea Free Public Library,"Swansea, MA",Massachusetts,https://www.swansealibrary.org/,http://opac.sailsinc.org/uhtbin/webcat,Symphony,2000.0,Dynix,1987.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taunton Public Library,"Taunton, MA",Massachusetts,https://www.tauntonlibrary.org/,http://opac.sailsinc.org/uhtbin/webcat,Symphony,2000.0,Dynix,1987.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boynton Public Library,"Templeton, MA",Massachusetts,https://www.templetonma.gov/boynton-public-library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,48.0,7.0,6.0,0.0,,,,,,,,,,,,
