names,location,candidate_page,electoral_position,electoral_branch,electoral_level,area,election_result,number_of_votes_for_race,number_of_votes_for_candidate,vote_share,campaign_website_url,camp_hand,off_hand,per_hand,party,error-type_link-name,error-type_color-contrast,error-type_label,error-type_region,error-type_heading-order,error-type_landmark-one-main,error-type_skip-link,error-type_aria-allowed-role,error-type_page-has-heading-one,error-type_duplicate-id-active,number_of_pages,number_of_total_errors,number_of_critical_errors,number_of_serious_errors,number_of_moderate_errors,number_of_minor_errors,number_of_words,number_of_unique_words,ease_of_reading,error-type_duplicate-id,error-type_image-alt,error-type_label-title-only,error-type_meta-viewport,error-type_radiogroup,error-type_html-has-lang,error-type_empty-heading,error-type_landmark-no-duplicate-banner,error-type_definition-list,error-type_document-title,error-type_checkboxgroup,error-type_tabindex,error-type_duplicate-id-aria,error-type_frame-title,error-type_aria-required-children,error-type_aria-valid-attr-value,error-type_autocomplete-valid,error-type_button-name,error-type_aria-roles,error-type_bypass,error-type_listitem,error-type_frame-title-unique,error-type_landmark-no-duplicate-contentinfo,error-type_list,error-type_aria-valid-attr,error-type_meta-viewport-large,error-type_landmark-contentinfo-is-top-level,error-type_landmark-banner-is-top-level,error-type_image-redundant-alt,error-type_aria-required-attr,error-type_area-alt,error-type_input-image-alt,error-type_aria-allowed-attr,error-type_marquee,error-type_landmark-main-is-top-level,error-type_meta-refresh,error-type_dlitem,error-type_object-alt,error-type_table-duplicate-name,error-type_aria-required-parent,number_of_total_trackers,behaviour_event_listeners,canvas_fingerprinters,canvas_font_fingerprinters,cookies,fb_pixel_events,key_logging,session_recorders,third_party_trackers
Eric Allen Marks,"Lucas County, Ohio",https://ballotpedia.org/Eric_Allen_Marks,Judicial offices,Judicial,County,,Won,"75,872","75,872",1.0,https://votejudgemarks.com,,MarksLawOffice,MarksLawOffice,Nonpartisan,1.0,,,6.0,6.0,6.0,,2.0,,,6,29,7,2,18,2,938,317,24.81833333,,,,6.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Linda M. Knepp,"Lucas County, Ohio",https://ballotpedia.org/Linda_M._Knepp,Judicial offices,Judicial,County,,Won,"105,075","56,691",0.54,https://www.judgelindaknepp.com,,,,Republican Party,,5.0,,1.0,2.0,1.0,,,,,1,11,1,6,4,0,498,253,26.21,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,10.0,4.0,1.0,5.0,0.0,0.0,0.0,12.0
Vallie Bowman-English,"Lucas County, Ohio",https://ballotpedia.org/Vallie_Bowman-English,Judicial offices,Judicial,County,,Lost,"105,075","48,384",0.46,https://www.vallieforjudge.com/,,,,Nonpartisan,,,,,,,,2.0,2.0,2.0,2,8,0,4,2,2,195,109,72.895,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0
Rod Cleveland,"Cleveland County, Oklahoma",https://ballotpedia.org/Rod_Cleveland,County commission,Legislative,County,District 1,Won,"28,785","16,867",0.586,http://rodcleveland.com/,rodlcleveland,,,Republican Party,10.0,959.0,851.0,126.0,60.0,98.0,,252.0,54.0,,126,2769,1062,1114,338,255,36429,3580,53.77087302,3.0,59.0,137.0,124.0,,2.0,,,,,,,,6.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,61.0,15.0,0.0,0.0,4.0,4.0,0.0,0.0,38.0
Rusty Grissom,"Cleveland County, Oklahoma",https://ballotpedia.org/Rusty_Grissom,County commission,Legislative,County,District 3,Won,"27,737","16,251",0.586,https://www.voterustygrissom.com/,,,,Republican Party,36.0,4.0,,,,,,,1.0,,9,47,6,40,1,0,2800,797,37.75333333,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,95.0,29.0,2.0,0.0,10.0,0.0,0.0,0.0,54.0
Mo Vaughn,"Cleveland County, Oklahoma",https://ballotpedia.org/Mo_Vaughn,County commission,Legislative,County,District 3,Lost,"27,737","11,486",0.414,https://www.votemovaughn.com/,notmonav,,,Democratic Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Larry Stein,"Oklahoma County, Oklahoma",https://ballotpedia.org/Larry_Stein_(Oklahoma),Assessor,Executive,County,,Won,"217,603","119,717",0.55,https://www.steinforassessor.com/,,,,Republican Party,1.0,4.0,,,,,,,,,1,5,0,5,0,0,491,271,38.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,22.0,4.0,1.0,20.0,0.0,0.0,0.0,41.0
Brandon Kirkpatrick,"Oklahoma County, Oklahoma",https://ballotpedia.org/Brandon_Kirkpatrick,Treasurer,Executive,County,,Lost,"218,816","97,889",0.447,https://www.bkforok.com/,BKforTreasurer,,,Democratic Party,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,0,0,206.84,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Carrie Blumert,"Oklahoma County, Oklahoma",https://ballotpedia.org/Carrie_Blumert,County commission,Legislative,County,District 1,Won,"67,463","43,774",0.649,https://www.carrieblumert.com,CarrieBlumert,,,Democratic Party,3.0,21.0,,,,,,,2.0,,5,26,0,24,2,0,970,385,56.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,12.0,0.0,0.0,18.0,0.0,0.0,0.0,39.0
Willard Linzy,"Oklahoma County, Oklahoma",https://ballotpedia.org/Willard_Linzy,County commission,Legislative,County,District 1,Lost,"67,463","23,689",0.351,https://willardlinzy.com/,,,,Republican Party,,,,5.0,5.0,,,143.0,,,5,181,8,2,10,161,542,226,62.29,18.0,7.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Cathy Cummings,"Oklahoma County, Oklahoma",https://ballotpedia.org/Cathy_Cummings,County commission,Legislative,County,District 3,Lost,"95,643","41,923",0.438,https://www.cummingsforoklahomacounty.com/,voteforcathy,,,Democratic Party,5.0,,1.0,,,1.0,,,1.0,,5,11,2,5,3,1,542,214,68.21,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,59.0,20.0,1.0,0.0,7.0,0.0,0.0,0.0,31.0
Kevin Calvey,"Oklahoma County, Oklahoma",https://ballotpedia.org/Kevin_Calvey,District attorney,Executive,County,,Lost,"219,328","99,969",0.456,https://www.votekevincalvey.com/,,,,Republican Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
John Wright,"Tulsa County, Oklahoma",https://ballotpedia.org/John_Wright_(Oklahoma),Assessor,Executive,County,,Won,"190,453","113,096",0.594,http://wrightforassessor.com/,wrightfortulsa,,,Republican Party,,2.0,,2.0,,2.0,,,1.0,,2,13,1,7,5,0,44,37,80.87,,,,1.0,,1.0,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Todd Hagopian,"Tulsa County, Oklahoma",https://ballotpedia.org/Todd_Hagopian,Assessor,Executive,County,,Lost,"190,453","9,085",0.048,http://www.toddhagopian.com,ToddHagopian,,,Libertarian Party,,,,1.0,,1.0,,,1.0,,1,4,0,1,3,0,364,196,18.53,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0
Stan Sallee,"Tulsa County, Oklahoma",https://ballotpedia.org/Stan_Sallee,County commission,Legislative,County,District 1,Won,"51,321","31,001",0.604,https://www.stansallee.com,,,,Republican Party,,1.0,,1.0,1.0,,,2.0,1.0,,2,8,0,1,5,2,397,182,79.79,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0
Sharon Meieran,"Multnomah County, Oregon",https://ballotpedia.org/Sharon_Meieran,County Commissioner,Legislative,County,,Lost,"299,695","135,542",0.452,https://www.votesharon.com/,SMeieran,,,Democratic Party,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,0,0,206.84,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lee Harris,"Shelby County, Tennessee",https://ballotpedia.org/Lee_Harris,County Mayor,Executive,County,,Won,"116,016","67,261",0.58,https://www.leeharrisformayor.com/,LeeHarrisfor901,,,Democratic Party,19.0,15.0,,5.0,1.0,,,3.0,4.0,,5,55,8,34,10,3,2198,756,43.352,,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,78.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,53.0
Melvin Burgess,"Shelby County, Tennessee",https://ballotpedia.org/Melvin_Burgess,Assessor of Property,Executive,County,,Won,"131,273","80,387",0.612,http://www.burgessforshelbycounty.com/,AssessorBurgess,,,Democratic Party,,1.0,,1.0,,1.0,,,1.0,,1,7,1,3,3,0,14,12,55.91,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,44.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0
Jamita E. Swearengen,"Shelby County, Tennessee",https://ballotpedia.org/Jamita_E._Swearengen,Circuit Court Clerk,Judicial,County,,Won,"129,099","77,938",0.604,https://www.jamitaeswearengen.com/,,,,Democratic Party,454.0,68.0,88.0,34.0,21.0,2.0,,26.0,33.0,4.0,34,763,106,538,91,28,7843,790,61.92764706,1.0,,,,,,1.0,,,,,,,,,,6.0,18.0,,,,,,6.0,,,1.0,,,,,,,,,,,,,,13.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
Soheila Kail,"Shelby County, Tennessee",https://ballotpedia.org/Soheila_Kail,Circuit Court Clerk,Judicial,County,,Lost,"129,099","51,161",0.396,https://www.kail4clerk.com/,,,,Republican Party,12.0,,2.0,,6.0,,,,,,5,22,3,12,6,1,244,66,70.398,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,56.0
Jeff Jacobs,"Shelby County, Tennessee",https://ballotpedia.org/Jeff_Jacobs_(Tennessee),County Clerk,Executive,County,,Lost,"82,205","33,127",0.403,https://jacobsforclerk.com,,,,Republican Party,,,,1.0,,1.0,,,,,1,3,0,1,2,0,23,21,94.15,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harold Smith,"Shelby County, Tennessee",https://ballotpedia.org/Harold_Smith_(Tennessee),County Clerk,Executive,County,,Lost,"82,205","8,466",0.103,https://www.peoplefordrharoldcsmith.com,,,,Independent,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regina Newman,"Shelby County, Tennessee",https://ballotpedia.org/Regina_Newman,County Trustee,Executive,County,,Won,"130,007","78,887",0.607,http://www.newmanfortrustee.com/,,,,Democratic Party,20.0,,4.0,7.0,5.0,7.0,,,2.0,,7,147,31,27,21,68,1418,510,65.76571429,61.0,20.0,,7.0,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Steve Basar,"Shelby County, Tennessee",https://ballotpedia.org/Steve_Basar,County Trustee,Executive,County,,Lost,"130,007","51,120",0.393,https://www.basarfortrustee.com/,SteveBasar,,,Republican Party,5.0,3.0,,1.0,2.0,,,,3.0,,3,14,0,8,6,0,451,241,39.27333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janeen Fullilove Gordon,"Shelby County, Tennessee",https://ballotpedia.org/Janeen_Fullilove_Gordon,Juvenile Court Clerk,Judicial,County,,Won,"94,147","91,593",0.973,https://www.janeengordon.com,JaneenforClerk,,JaneenGordonWMC,Democratic Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Eddie Jones,"Shelby County, Tennessee",https://ballotpedia.org/Eddie_Jones,Probate Court Clerk,Judicial,County,,Won,"128,682","77,933",0.606,https://www.voteeddiejones.com/,,,,Democratic Party,23.0,2.0,2.0,10.0,12.0,,,,1.0,,10,67,18,25,23,1,2439,643,66.054,1.0,,,,,,,,,,1.0,,,,,,,3.0,10.0,,,,,,2.0,,,,,,,,,,,,,,,,65.0,21.0,3.0,0.0,9.0,0.0,0.0,0.0,32.0
DeWayne Jackson,"Shelby County, Tennessee","https://ballotpedia.org/DeWayne_Jackson_(Shelby_County_Probate_Court_Clerk_candidate,_Tennessee)",Probate Court Clerk,Judicial,County,,Lost,"128,682","50,749",0.394,https://www.votedewaynejackson.com,,,,Republican Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Bryan Edmiston,"Shelby County, Tennessee",https://ballotpedia.org/Bryan_Edmiston,Register of Deeds,Executive,County,,Lost,"113,400","43,138",0.38,https://edmistonforregister.com,,,,Republican Party,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,0,0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Floyd Bonner,"Shelby County, Tennessee",https://ballotpedia.org/Floyd_Bonner,Sheriff,Executive,County,,Won,"108,578","83,034",0.765,https://reelectbonnerforsheriff.com/,,,,Democratic Party,,,,1.0,,1.0,,,1.0,,1,3,0,0,3,0,33,27,55.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keisha Scott,"Shelby County, Tennessee",https://ballotpedia.org/Keisha_Scott,Sheriff,Executive,County,,Lost,"108,578","8,035",0.074,https://www.votekeishascottforsheriff.com/,,,,Independent,5.0,21.0,1.0,,2.0,,,,1.0,,1,33,3,26,3,1,34,25,20.05,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,28.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,17.0
Amber Mills,"Shelby County, Tennessee",https://ballotpedia.org/Amber_Mills,County Commissioner,Legislative,County,,Won,"10,640","6,513",0.612,https://electambermills.com,,,,Republican Party,3.0,4.0,6.0,3.0,5.0,2.0,,,1.0,,3,31,10,10,11,0,578,292,28.45,,,,,,,,,,,1.0,,,1.0,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,15.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
Shante Avant,"Shelby County, Tennessee",https://ballotpedia.org/Shante_Avant,County Commissioner,Legislative,County,,Won,"9,588","6,052",0.631,https://www.voteavant.com,,,ShanteAvant,Democratic Party,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,0,0,206.84,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Todd Payne,"Shelby County, Tennessee",https://ballotpedia.org/Todd_Payne,County Commissioner,Legislative,County,,Lost,"9,588","3,536",0.369,https://www.toddpayne.com/,,,,Republican Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie A. Caswell Jr.,"Shelby County, Tennessee",https://ballotpedia.org/Charlie_Caswell_Jr.,County Commissioner,Legislative,County,,Won,"5,299","5,267",0.994,https://charliecaswelljr.info/,,,,Democratic Party,,,,8.0,9.0,,,303.0,,,8,383,36,2,17,328,1945,613,40.85125,23.0,36.0,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Shirelle Brown,"Shelby County, Tennessee",https://ballotpedia.org/Shirelle_Brown,County Commissioner,Legislative,County,,Lost,"7,518","1,455",0.194,https://www.shirelledakotabrown.com,,,,Independent,,3.0,,1.0,,1.0,,,,,1,5,0,3,2,0,11,11,74.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Britney Thornton,"Shelby County, Tennessee",https://ballotpedia.org/Britney_Thornton,County Commissioner,Legislative,County,,Won,"6,945","6,919",0.996,https://www.britneythornton.com/,,,,Democratic Party,3.0,,,,1.0,,,,1.0,,1,12,5,3,2,2,496,270,44.98,1.0,,,,,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,30.0
Miska Clay-Bibbs,"Shelby County, Tennessee",https://ballotpedia.org/Miska_Clay-Bibbs,County Commissioner,Legislative,County,,Won,"5,318","5,301",0.997,https://www.votemcb.com/,,,,Democratic Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Erika Sugarmon,"Shelby County, Tennessee",https://ballotpedia.org/Erika_Sugarmon,County Commissioner,Legislative,County,,Won,"8,827","8,779",0.995,https://www.erikasugarmon.net/,erikasugarmon,,,Democratic Party,,142.0,86.0,28.0,1.0,28.0,,,2.0,,28,306,103,144,59,0,3863,809,35.93857143,,10.0,,,7.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,34.0,3.0,4.0,1.0,14.0,0.0,0.0,0.0,12.0
Carlos Bibbs,"Shelby County, Tennessee",https://ballotpedia.org/Carlos_Bibbs,Judicial,Judicial,County,,Lost,"122,317","44,369",0.363,https://www.electcarlosbibbsjudge.com/,electbibbsjudge,,,Nonpartisan,1.0,17.0,,7.0,3.0,,,,1.0,,7,31,0,18,11,2,1573,587,54.73571429,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,28.0
Valerie Smith,"Shelby County, Tennessee",https://ballotpedia.org/Valerie_Smith,Judicial,Judicial,County,,Won,"113,017","112,670",0.997,https://www.judgevaleriesmith.com/,judgevalerie,,,Nonpartisan,,,3.0,1.0,,1.0,,,1.0,,1,6,3,0,3,0,37,32,69.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yolanda Kight,"Shelby County, Tennessee",https://ballotpedia.org/Yolanda_Kight,Judicial,Judicial,County,,Won,"105,749","105,351",0.996,https://www.judgekightbrown.com/,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Cedrick D. Wooten,"Shelby County, Tennessee",https://ballotpedia.org/Cedrick_D._Wooten,Judicial,Judicial,County,,Won,"112,771","64,660",0.573,https://www.cedrickwooten.com/,wootenforjudge,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary L. Wagner,"Shelby County, Tennessee",https://ballotpedia.org/Mary_L._Wagner_(Tennessee),Judicial,Judicial,County,,Won,"115,071","73,012",0.634,http://judgemarywagner.com/,judgemarywagner,,,Nonpartisan,,,,1.0,,1.0,,,,,1,3,0,1,2,0,3,3,59.97,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Samuel Weiss,"Shelby County, Tennessee",https://ballotpedia.org/Robert_Samual_Weiss,Judicial,Judicial,County,,Lost,"119,986","42,666",0.356,,,,,Nonpartisan,,2.0,,1.0,,,,,,,1,5,0,4,1,0,19,17,44.91,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Jenkins,"Shelby County, Tennessee",https://ballotpedia.org/Joe_Jenkins,Judicial,Judicial,County,,Won,"107,746","79,653",0.739,https://www.joedaejenkins.com/,,,,Nonpartisan,,12.0,,,4.0,,,5.0,2.0,,5,28,0,17,6,5,24,11,95.37,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jennifer Fitzgerald,"Shelby County, Tennessee",https://ballotpedia.org/Jennifer_Fitzgerald,Judicial,Judicial,County,,Won,"114,394","43,311",0.379,https://www.jenniferfitzgeraldforjudge.com,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Joe Ozment,"Shelby County, Tennessee",https://ballotpedia.org/Joe_Ozment,Judicial,Judicial,County,,Lost,"114,394","34,081",0.298,https://ozmentforjudge.com,,,,Nonpartisan,3.0,4.0,2.0,2.0,,,,3.0,3.0,,3,29,2,9,5,13,608,213,77.01,9.0,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,22.0
Samuel Winnig,"Shelby County, Tennessee",https://ballotpedia.org/Samuel_Winnig,Judicial,Judicial,County,,Lost,"114,394","7,207",0.063,https://www.winnigforjudge.com/,,,,Nonpartisan,3.0,,2.0,4.0,3.0,,,,,,4,12,2,3,7,0,716,296,46.2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,36.0
W. Mark Ward,"Shelby County, Tennessee",https://ballotpedia.org/W._Mark_Ward,Judicial,Judicial,County,,Lost,"113,403","56,426",0.498,https://reelectmarkward.com/,,,,Nonpartisan,16.0,8.0,38.0,17.0,4.0,17.0,,,2.0,,17,109,38,29,40,2,3179,482,33.43352941,,,,,,1.0,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0
Christopher Lareau,"Shelby County, Tennessee",https://ballotpedia.org/Christopher_Lareau,Judicial,Judicial,County,,Lost,"112,476","48,305",0.429,https://www.lareauforjudge.com,MemphisGooner,,,Nonpartisan,,,4.0,,8.0,,,19.0,9.0,,10,64,4,13,17,30,1501,447,61.808,11.0,,,,,,,,,,,10.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0
David L. Pool,"Shelby County, Tennessee",https://ballotpedia.org/David_L._Pool,Judicial,Judicial,County,,Won,"113,606","48,314",0.425,https://www.poolforjudge.com/,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Reginald Henderson,"Shelby County, Tennessee",https://ballotpedia.org/Reginald_Henderson,Judicial,Judicial,County,,Lost,"113,606","47,344",0.417,https://henderson4judge.com/,,,,Nonpartisan,,3.0,4.0,1.0,3.0,,,,,,1,16,5,3,8,0,571,245,56.08,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Craft,"Shelby County, Tennessee",https://ballotpedia.org/Chris_Craft,Judicial,Judicial,County,,Won,"116,660","84,974",0.728,https://www.reelectjudgechriscraft.com/,,,,Nonpartisan,,16.0,,4.0,,4.0,,12.0,,,4,40,0,20,8,12,210,131,129.015,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanjeev Memula,"Shelby County, Tennessee",https://ballotpedia.org/Sanjeev_Memula,Judicial,Judicial,County,,Lost,"116,660","31,686",0.272,http://sanjeevmemulaforjudge.com,Vote4Jeev,,,Democratic Party,,,,1.0,,1.0,,,,,1,4,1,1,2,0,20,20,85.02,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lynn Cobb,"Shelby County, Tennessee",https://ballotpedia.org/Lynn_Cobb,Judicial,Judicial,County,,Won,"113,754","68,327",0.601,https://www.keepcobb.com/,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Danielle Mitchell Sims,"Shelby County, Tennessee",https://ballotpedia.org/Danielle_Mitchell_Sims,Judicial,Judicial,County,,Won,"114,621","49,049",0.428,https://www.daniellemitchellsims.com,,,,Nonpartisan,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Lisa Stanley,"Shelby County, Tennessee",https://ballotpedia.org/Lisa_Stanley_(Tennessee),Judicial,Judicial,County,,Lost,"114,621","19,270",0.168,https://elect-stanley.com/,,,,Nonpartisan,,1.0,,1.0,5.0,,,44.0,,,1,61,3,1,6,51,478,211,49.75,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
